Symbol,Price Level,Note,Foreground Color,Background Color,Text Alignment
MCL,60.25,USO G5,#ffffff,#1395ba,left
MCL,60.5,G6,#ffffff,#808080,left
MCL,60.5,USO G6,#ffffff,#1395ba,left
MCL,60.61,1D Min,#ffffff,#808080,left
MCL,60.75,PutWall 0DTE,#ffffff,#808080,left
MCL,61.0,G1,#ffffff,#808080,left
MCL,61.0,USO 1D Min,#ffffff,#1395ba,left
MCL,61.0,USO G2,#ffffff,#1395ba,left
MCL,61.25,G2,#ffffff,#808080,left
MCL,61.5,G3,#ffffff,#808080,left
MCL,61.5,USO G1,#ffffff,#1395ba,left
MCL,61.75,HVL 0DTE,#ffffff,#808080,left
MCL,62.0,HVL,#ffffff,#808080,left
MCL,62.0,USO HVL,#ffffff,#1395ba,left
MCL,62.0,USO HVL 0DTE,#ffffff,#1395ba,left
MCL,62.0,USO PutWall,#ffffff,#1395ba,left
MCL,62.0,USO PutWall 0DTE,#ffffff,#1395ba,left
MCL,62.25,G4,#ffffff,#808080,left
MCL,62.25,USO G4,#ffffff,#1395ba,left
MCL,62.5,CallWall 0DTE,#ffffff,#808080,left
MCL,62.5,GammaWall 0DTE,#ffffff,#808080,left
MCL,62.75,G5,#ffffff,#808080,left
MCL,62.75,USO G3,#ffffff,#1395ba,left
MCL,62.85,1D Max,#ffffff,#808080,left
MCL,63.0,G7,#ffffff,#808080,left
MCL,63.0,USO 1D Max,#ffffff,#1395ba,left
MCL,63.25,G9,#ffffff,#808080,left
MCL,63.25,USO G7,#ffffff,#1395ba,left
MCL,63.5,CallWall,#ffffff,#808080,left
MCL,63.5,USO CallWall 0DTE,#ffffff,#1395ba,left
MCL,63.5,USO GammaWall 0DTE,#ffffff,#1395ba,left
MCL,64.0,USO G8,#ffffff,#1395ba,left
MCL,66.0,USO CallWall,#ffffff,#1395ba,left
MCL,67.75,USO G9,#ffffff,#1395ba,left
MCL,76.25,USO G10,#ffffff,#1395ba,left
MES,6400.0,PutWall,#ffffff,#808080,left
MES,6545.25,SPX PutWall,#ffffff,#1395ba,left
MES,6619.25,SPY PutWall,#ffffff,#1395ba,left
MES,6646.0,SPX G6,#ffffff,#1395ba,left
MES,6650.0,G9,#ffffff,#808080,left
MES,6669.75,SPY G6,#ffffff,#1395ba,left
MES,6690.0,SPY G7,#ffffff,#1395ba,left
MES,6696.25,SPX G7,#ffffff,#1395ba,left
MES,6700.0,G7,#ffffff,#808080,left
MES,6700.0,SPY G10,#ffffff,#1395ba,left
MES,6700.25,SPY 1D Min,#ffffff,#1395ba,left
MES,6702.25,SPX 1D Min,#ffffff,#1395ba,left
MES,6703.0,1D Min,#ffffff,#808080,left
MES,6720.25,SPY G3,#ffffff,#1395ba,left
MES,6725.0,G2,#ffffff,#808080,left
MES,6730.25,SPY PutWall 0DTE,#ffffff,#1395ba,left
MES,6740.0,G5,#ffffff,#808080,left
MES,6741.5,SPX HVL,#ffffff,#1395ba,left
MES,6746.75,SPX PutWall 0DTE,#ffffff,#1395ba,left
MES,6750.0,G1,#ffffff,#808080,left
MES,6760.0,HVL,#ffffff,#808080,left
MES,6760.0,PutWall 0DTE,#ffffff,#808080,left
MES,6760.5,SPY G5,#ffffff,#1395ba,left
MES,6770.75,SPY HVL,#ffffff,#1395ba,left
MES,6770.75,SPY HVL 0DTE,#ffffff,#1395ba,left
MES,6771.75,SPX HVL 0DTE,#ffffff,#1395ba,left
MES,6775.0,HVL 0DTE,#ffffff,#808080,left
MES,6776.75,SPX G2,#ffffff,#1395ba,left
MES,6780.75,SPY CallWall 0DTE,#ffffff,#1395ba,left
MES,6780.75,SPY GammaWall 0DTE,#ffffff,#1395ba,left
MES,6787.0,SPX G5,#ffffff,#1395ba,left
MES,6790.0,CallWall 0DTE,#ffffff,#808080,left
MES,6790.0,GammaWall 0DTE,#ffffff,#808080,left
MES,6791.0,SPY G4,#ffffff,#1395ba,left
MES,6797.0,SPX CallWall 0DTE,#ffffff,#1395ba,left
MES,6797.0,SPX GammaWall 0DTE,#ffffff,#1395ba,left
MES,6800.0,CallWall,#ffffff,#808080,left
MES,6802.0,SPX G4,#ffffff,#1395ba,left
MES,6807.0,SPX G1,#ffffff,#1395ba,left
MES,6810.0,G4,#ffffff,#808080,left
MES,6811.25,SPY G2,#ffffff,#1395ba,left
MES,6817.25,SPX G3,#ffffff,#1395ba,left
MES,6819.75,SPX 1D Max,#ffffff,#1395ba,left
MES,6820.0,1D Max,#ffffff,#808080,left
MES,6820.0,G3,#ffffff,#808080,left
MES,6821.25,SPY G1,#ffffff,#1395ba,left
MES,6822.25,SPX G9,#ffffff,#1395ba,left
MES,6823.5,SPY 1D Max,#ffffff,#1395ba,left
MES,6825.0,G8,#ffffff,#808080,left
MES,6837.25,SPX G10,#ffffff,#1395ba,left
MES,6841.5,SPY G8,#ffffff,#1395ba,left
MES,6847.25,SPX CallWall,#ffffff,#1395ba,left
MES,6850.0,G6,#ffffff,#808080,left
MES,6851.5,SPY G9,#ffffff,#1395ba,left
MES,6871.75,SPY CallWall,#ffffff,#1395ba,left
MES,6872.5,SPX G8,#ffffff,#1395ba,left
MES,6875.0,G10,#ffffff,#808080,left
META,650.0,G8,#ffffff,#808080,left
META,660.0,G10,#ffffff,#808080,left
META,670.0,G9,#ffffff,#808080,left
META,678.04,1D Min,#ffffff,#808080,left
META,680.0,PutWall,#ffffff,#808080,left
META,685.0,G4,#ffffff,#808080,left
META,690.0,G5,#ffffff,#808080,left
META,692.5,HVL,#ffffff,#808080,left
META,692.5,HVL 0DTE,#ffffff,#808080,left
META,695.0,G2,#ffffff,#808080,left
META,697.5,CallWall 0DTE,#ffffff,#808080,left
META,697.5,GammaWall 0DTE,#ffffff,#808080,left
META,700.0,PutWall 0DTE,#ffffff,#808080,left
META,720.0,G1,#ffffff,#808080,left
META,740.0,G3,#ffffff,#808080,left
META,748.12,1D Max,#ffffff,#808080,left
META,750.0,CallWall,#ffffff,#808080,left
META,760.0,G7,#ffffff,#808080,left
META,780.0,G6,#ffffff,#808080,left
MGC,3661.0,GLD PutWall,#ffffff,#1395ba,left
MGC,3674.31,PutWall,#ffffff,#808080,left
MGC,3704.75,GLD HVL,#ffffff,#1395ba,left
MGC,3768.65,HVL,#ffffff,#808080,left
MGC,3897.75,G8,#ffffff,#808080,left
MGC,3912.25,GLD G7,#ffffff,#1395ba,left
MGC,3917.61,G9,#ffffff,#808080,left
MGC,3922.58,PutWall 0DTE,#ffffff,#808080,left
MGC,3923.25,GLD G10,#ffffff,#1395ba,left
MGC,3931.9,1D Min,#ffffff,#808080,left
MGC,3932.51,G1,#ffffff,#808080,left
MGC,3934.25,GLD G6,#ffffff,#1395ba,left
MGC,3945.25,GLD G8,#ffffff,#1395ba,left
MGC,3955.75,GLD 1D Min,#ffffff,#1395ba,left
MGC,3956.0,GLD G4,#ffffff,#1395ba,left
MGC,3962.3,HVL 0DTE,#ffffff,#808080,left
MGC,3967.0,GLD G3,#ffffff,#1395ba,left
MGC,3972.23,CallWall,#ffffff,#808080,left
MGC,3972.23,CallWall 0DTE,#ffffff,#808080,left
MGC,3972.23,GammaWall 0DTE,#ffffff,#808080,left
MGC,3978.0,GLD HVL 0DTE,#ffffff,#1395ba,left
MGC,3978.0,GLD PutWall 0DTE,#ffffff,#1395ba,left
MGC,3988.75,GLD G1,#ffffff,#1395ba,left
MGC,3992.09,G5,#ffffff,#808080,left
MGC,3997.06,G2,#ffffff,#808080,left
MGC,3999.75,GLD G5,#ffffff,#1395ba,left
MGC,4002.02,G3,#ffffff,#808080,left
MGC,4006.99,G4,#ffffff,#808080,left
MGC,4021.3,1D Max,#ffffff,#808080,left
MGC,4021.75,GLD G2,#ffffff,#1395ba,left
MGC,4021.88,G6,#ffffff,#808080,left
MGC,4031.81,G10,#ffffff,#808080,left
MGC,4043.5,GLD CallWall,#ffffff,#1395ba,left
MGC,4043.5,GLD CallWall 0DTE,#ffffff,#1395ba,left
MGC,4043.5,GLD GammaWall 0DTE,#ffffff,#1395ba,left
MGC,4046.71,G7,#ffffff,#808080,left
MGC,4049.5,GLD 1D Max,#ffffff,#1395ba,left
MGC,4065.25,GLD G9,#ffffff,#1395ba,left
MNQ,22683.0,NDX PutWall,#ffffff,#1395ba,left
MNQ,24486.0,QQQ G8,#ffffff,#1395ba,left
MNQ,24500.0,G6,#ffffff,#808080,left
MNQ,24591.0,NDX HVL,#ffffff,#1395ba,left
MNQ,24600.0,NDX G8,#ffffff,#1395ba,left
MNQ,24609.0,QQQ G7,#ffffff,#1395ba,left
MNQ,24642.0,QQQ G9,#ffffff,#1395ba,left
MNQ,24651.0,QQQ PutWall,#ffffff,#1395ba,left
MNQ,24693.0,QQQ G10,#ffffff,#1395ba,left
MNQ,24700.0,NDX G7,#ffffff,#1395ba,left
MNQ,24700.0,PutWall,#ffffff,#808080,left
MNQ,24726.0,NDX CallWall,#ffffff,#1395ba,left
MNQ,24747.0,1D Min,#ffffff,#808080,left
MNQ,24747.0,G9,#ffffff,#808080,left
MNQ,24747.0,NDX 1D Min,#ffffff,#1395ba,left
MNQ,24747.0,QQQ 1D Min,#ffffff,#1395ba,left
MNQ,24777.0,QQQ G2,#ffffff,#1395ba,left
MNQ,24801.0,NDX G5,#ffffff,#1395ba,left
MNQ,24849.0,QQQ G4,#ffffff,#1395ba,left
MNQ,24858.0,QQQ G1,#ffffff,#1395ba,left
MNQ,24900.0,PutWall 0DTE,#ffffff,#808080,left
MNQ,24984.0,QQQ PutWall 0DTE,#ffffff,#1395ba,left
MNQ,24993.0,NDX PutWall 0DTE,#ffffff,#1395ba,left
MNQ,25000.0,G2,#ffffff,#808080,left
MNQ,25000.0,NDX G4,#ffffff,#1395ba,left
MNQ,25014.0,NDX HVL 0DTE,#ffffff,#1395ba,left
MNQ,25030.0,HVL,#ffffff,#808080,left
MNQ,25030.0,HVL 0DTE,#ffffff,#808080,left
MNQ,25065.0,QQQ G3,#ffffff,#1395ba,left
MNQ,25100.0,G4,#ffffff,#808080,left
MNQ,25100.0,NDX G2,#ffffff,#1395ba,left
MNQ,25107.0,QQQ HVL 0DTE,#ffffff,#1395ba,left
MNQ,25143.0,NDX CallWall 0DTE,#ffffff,#1395ba,left
MNQ,25143.0,NDX GammaWall 0DTE,#ffffff,#1395ba,left
MNQ,25149.0,CallWall 0DTE,#ffffff,#808080,left
MNQ,25149.0,GammaWall 0DTE,#ffffff,#808080,left
MNQ,25149.0,QQQ HVL,#ffffff,#1395ba,left
MNQ,25200.0,G5,#ffffff,#808080,left
MNQ,25206.0,NDX G1,#ffffff,#1395ba,left
MNQ,25233.0,QQQ G5,#ffffff,#1395ba,left
MNQ,25250.0,G1,#ffffff,#808080,left
MNQ,25272.0,QQQ CallWall,#ffffff,#1395ba,left
MNQ,25272.0,QQQ CallWall 0DTE,#ffffff,#1395ba,left
MNQ,25272.0,QQQ GammaWall 0DTE,#ffffff,#1395ba,left
MNQ,25300.0,G3,#ffffff,#808080,left
MNQ,25300.0,NDX G3,#ffffff,#1395ba,left
MNQ,25328.25,1D Max,#ffffff,#808080,left
MNQ,25338.0,NDX 1D Max,#ffffff,#1395ba,left
MNQ,25338.0,QQQ 1D Max,#ffffff,#1395ba,left
MNQ,25350.0,G10,#ffffff,#808080,left
MNQ,25400.0,G7,#ffffff,#808080,left
MNQ,25407.0,NDX G6,#ffffff,#1395ba,left
MNQ,25479.0,QQQ G6,#ffffff,#1395ba,left
MNQ,25500.0,CallWall,#ffffff,#808080,left
MNQ,25506.0,NDX G9,#ffffff,#1395ba,left
MNQ,25600.0,G8,#ffffff,#808080,left
MNQ,25608.0,NDX G10,#ffffff,#1395ba,left
MSFT,500.0,PutWall 0DTE,#ffffff,#808080,left
MSFT,505.0,G10,#ffffff,#808080,left
MSFT,508.32,1D Min,#ffffff,#808080,left
MSFT,510.0,HVL,#ffffff,#808080,left
MSFT,510.0,HVL 0DTE,#ffffff,#808080,left
MSFT,510.0,PutWall,#ffffff,#808080,left
MSFT,515.0,G3,#ffffff,#808080,left
MSFT,520.0,G1,#ffffff,#808080,left
MSFT,522.5,G5,#ffffff,#808080,left
MSFT,525.0,G2,#ffffff,#808080,left
MSFT,530.0,CallWall,#ffffff,#808080,left
MSFT,530.0,CallWall 0DTE,#ffffff,#808080,left
MSFT,530.0,GammaWall 0DTE,#ffffff,#808080,left
MSFT,535.0,G4,#ffffff,#808080,left
MSFT,539.64,1D Max,#ffffff,#808080,left
MSFT,540.0,G6,#ffffff,#808080,left
MSFT,545.0,G8,#ffffff,#808080,left
MSFT,550.0,G7,#ffffff,#808080,left
MSFT,555.0,G9,#ffffff,#808080,left
MYM,45553.5,DIA G8,#ffffff,#1395ba,left
MYM,45754.5,DIA G7,#ffffff,#1395ba,left
MYM,45855.0,DIA G10,#ffffff,#1395ba,left
MYM,45955.8,DIA G9,#ffffff,#1395ba,left
MYM,46138.8,DIA 1D Min,#ffffff,#1395ba,left
MYM,46257.2,DIA PutWall,#ffffff,#1395ba,left
MYM,46559.0,DIA HVL,#ffffff,#1395ba,left
MYM,46559.0,DIA PutWall 0DTE,#ffffff,#1395ba,left
MYM,46760.0,DIA HVL 0DTE,#ffffff,#1395ba,left
MYM,46860.8,DIA G2,#ffffff,#1395ba,left
MYM,46961.2,DIA G3,#ffffff,#1395ba,left
MYM,47011.5,DIA G5,#ffffff,#1395ba,left
MYM,47263.0,DIA G1,#ffffff,#1395ba,left
MYM,47464.0,DIA G4,#ffffff,#1395ba,left
MYM,47564.5,DIA CallWall 0DTE,#ffffff,#1395ba,left
MYM,47564.5,DIA GammaWall 0DTE,#ffffff,#1395ba,left
MYM,47576.8,DIA 1D Max,#ffffff,#1395ba,left
MYM,47765.8,DIA CallWall,#ffffff,#1395ba,left
MYM,48268.5,DIA G6,#ffffff,#1395ba,left
NFLX,1100.0,PutWall,#ffffff,#808080,left
NFLX,1120.0,PutWall 0DTE,#ffffff,#808080,left
NFLX,1135.0,G10,#ffffff,#808080,left
NFLX,1138.38,1D Min,#ffffff,#808080,left
NFLX,1150.0,G4,#ffffff,#808080,left
NFLX,1160.0,G3,#ffffff,#808080,left
NFLX,1170.0,HVL,#ffffff,#808080,left
NFLX,1170.0,HVL 0DTE,#ffffff,#808080,left
NFLX,1190.0,G5,#ffffff,#808080,left
NFLX,1200.0,CallWall,#ffffff,#808080,left
NFLX,1200.0,CallWall 0DTE,#ffffff,#808080,left
NFLX,1200.0,GammaWall 0DTE,#ffffff,#808080,left
NFLX,1220.0,G2,#ffffff,#808080,left
NFLX,1240.0,G1,#ffffff,#808080,left
NFLX,1243.74,1D Max,#ffffff,#808080,left
NFLX,1250.0,G7,#ffffff,#808080,left
NFLX,1260.0,G6,#ffffff,#808080,left
NFLX,1275.0,G9,#ffffff,#808080,left
NFLX,1280.0,G8,#ffffff,#808080,left
NG,2.75,G10,#ffffff,#808080,left
NG,3.0,PutWall,#ffffff,#808080,left
NG,3.2,G9,#ffffff,#808080,left
NG,3.25,HVL,#ffffff,#808080,left
NG,3.3,G8,#ffffff,#808080,left
NG,3.35,PutWall 0DTE,#ffffff,#808080,left
NG,3.37,1D Min,#ffffff,#808080,left
NG,3.4,HVL 0DTE,#ffffff,#808080,left
NG,3.45,G2,#ffffff,#808080,left
NG,3.5,CallWall,#ffffff,#808080,left
NG,3.5,CallWall 0DTE,#ffffff,#808080,left
NG,3.5,GammaWall 0DTE,#ffffff,#808080,left
NG,3.52,G4,#ffffff,#808080,left
NG,3.55,G3,#ffffff,#808080,left
NG,3.6,G1,#ffffff,#808080,left
NG,3.63,1D Max,#ffffff,#808080,left
NG,3.65,G7,#ffffff,#808080,left
NG,3.7,G6,#ffffff,#808080,left
NG,3.75,G5,#ffffff,#808080,left
NQ,22683.0,NDX PutWall,#ffffff,#1395ba,left
NQ,24486.0,QQQ G8,#ffffff,#1395ba,left
NQ,24500.0,G6,#ffffff,#808080,left
NQ,24591.0,NDX HVL,#ffffff,#1395ba,left
NQ,24600.0,NDX G8,#ffffff,#1395ba,left
NQ,24609.0,QQQ G7,#ffffff,#1395ba,left
NQ,24642.0,QQQ G9,#ffffff,#1395ba,left
NQ,24651.0,QQQ PutWall,#ffffff,#1395ba,left
NQ,24693.0,QQQ G10,#ffffff,#1395ba,left
NQ,24700.0,NDX G7,#ffffff,#1395ba,left
NQ,24700.0,PutWall,#ffffff,#808080,left
NQ,24726.0,NDX CallWall,#ffffff,#1395ba,left
NQ,24747.0,1D Min,#ffffff,#808080,left
NQ,24747.0,G9,#ffffff,#808080,left
NQ,24747.0,NDX 1D Min,#ffffff,#1395ba,left
NQ,24747.0,QQQ 1D Min,#ffffff,#1395ba,left
NQ,24777.0,QQQ G2,#ffffff,#1395ba,left
NQ,24801.0,NDX G5,#ffffff,#1395ba,left
NQ,24849.0,QQQ G4,#ffffff,#1395ba,left
NQ,24858.0,QQQ G1,#ffffff,#1395ba,left
NQ,24900.0,PutWall 0DTE,#ffffff,#808080,left
NQ,24984.0,QQQ PutWall 0DTE,#ffffff,#1395ba,left
NQ,24993.0,NDX PutWall 0DTE,#ffffff,#1395ba,left
NQ,25000.0,G2,#ffffff,#808080,left
NQ,25000.0,NDX G4,#ffffff,#1395ba,left
NQ,25014.0,NDX HVL 0DTE,#ffffff,#1395ba,left
NQ,25030.0,HVL,#ffffff,#808080,left
NQ,25030.0,HVL 0DTE,#ffffff,#808080,left
NQ,25065.0,QQQ G3,#ffffff,#1395ba,left
NQ,25100.0,G4,#ffffff,#808080,left
NQ,25100.0,NDX G2,#ffffff,#1395ba,left
NQ,25107.0,QQQ HVL 0DTE,#ffffff,#1395ba,left
NQ,25143.0,NDX CallWall 0DTE,#ffffff,#1395ba,left
NQ,25143.0,NDX GammaWall 0DTE,#ffffff,#1395ba,left
NQ,25149.0,CallWall 0DTE,#ffffff,#808080,left
NQ,25149.0,GammaWall 0DTE,#ffffff,#808080,left
NQ,25149.0,QQQ HVL,#ffffff,#1395ba,left
NQ,25200.0,G5,#ffffff,#808080,left
NQ,25206.0,NDX G1,#ffffff,#1395ba,left
NQ,25233.0,QQQ G5,#ffffff,#1395ba,left
NQ,25250.0,G1,#ffffff,#808080,left
NQ,25272.0,QQQ CallWall,#ffffff,#1395ba,left
NQ,25272.0,QQQ CallWall 0DTE,#ffffff,#1395ba,left
NQ,25272.0,QQQ GammaWall 0DTE,#ffffff,#1395ba,left
NQ,25300.0,G3,#ffffff,#808080,left
NQ,25300.0,NDX G3,#ffffff,#1395ba,left
NQ,25328.25,1D Max,#ffffff,#808080,left
NQ,25338.0,NDX 1D Max,#ffffff,#1395ba,left
NQ,25338.0,QQQ 1D Max,#ffffff,#1395ba,left
NQ,25350.0,G10,#ffffff,#808080,left
NQ,25400.0,G7,#ffffff,#808080,left
NQ,25407.0,NDX G6,#ffffff,#1395ba,left
NQ,25479.0,QQQ G6,#ffffff,#1395ba,left
NQ,25500.0,CallWall,#ffffff,#808080,left
NQ,25506.0,NDX G9,#ffffff,#1395ba,left
NQ,25600.0,G8,#ffffff,#808080,left
NQ,25608.0,NDX G10,#ffffff,#1395ba,left
NVDA,170.0,PutWall,#ffffff,#808080,left
NVDA,172.5,G10,#ffffff,#808080,left
NVDA,175.0,G7,#ffffff,#808080,left
NVDA,177.3,1D Min,#ffffff,#808080,left
NVDA,177.5,HVL,#ffffff,#808080,left
NVDA,179.0,G3,#ffffff,#808080,left
NVDA,180.0,PutWall 0DTE,#ffffff,#808080,left
NVDA,182.0,G5,#ffffff,#808080,left
NVDA,182.5,G4,#ffffff,#808080,left
NVDA,185.0,HVL 0DTE,#ffffff,#808080,left
NVDA,187.5,G2,#ffffff,#808080,left
NVDA,190.0,CallWall,#ffffff,#808080,left
NVDA,192.5,G1,#ffffff,#808080,left
NVDA,192.78,1D Max,#ffffff,#808080,left
NVDA,194.0,G8,#ffffff,#808080,left
NVDA,195.0,CallWall 0DTE,#ffffff,#808080,left
NVDA,195.0,GammaWall 0DTE,#ffffff,#808080,left
NVDA,197.5,G9,#ffffff,#808080,left
NVDA,200.0,G6,#ffffff,#808080,left
TSLA,390.0,G10,#ffffff,#808080,left
TSLA,403.74,1D Min,#ffffff,#808080,left
TSLA,415.0,G5,#ffffff,#808080,left
TSLA,420.0,G4,#ffffff,#808080,left
TSLA,430.0,HVL,#ffffff,#808080,left
TSLA,430.0,HVL 0DTE,#ffffff,#808080,left
TSLA,430.0,PutWall,#ffffff,#808080,left
TSLA,430.0,PutWall 0DTE,#ffffff,#808080,left
TSLA,440.0,G3,#ffffff,#808080,left
TSLA,450.0,CallWall 0DTE,#ffffff,#808080,left
TSLA,450.0,GammaWall 0DTE,#ffffff,#808080,left
TSLA,455.0,G1,#ffffff,#808080,left
TSLA,460.0,G2,#ffffff,#808080,left
TSLA,462.44,1D Max,#ffffff,#808080,left
TSLA,465.0,G9,#ffffff,#808080,left
TSLA,470.0,G7,#ffffff,#808080,left
TSLA,480.0,G6,#ffffff,#808080,left
TSLA,490.0,G8,#ffffff,#808080,left
TSLA,500.0,CallWall,#ffffff,#808080,left
USDAUD,1.46401,G6,#ffffff,#808080,left
USDAUD,1.47477,PutWall,#ffffff,#808080,left
USDAUD,1.4857,G7,#ffffff,#808080,left
USDAUD,1.49678,G5,#ffffff,#808080,left
USDAUD,1.50804,G2,#ffffff,#808080,left
USDAUD,1.51373,GammaWall 0DTE,#ffffff,#808080,left
USDAUD,1.51373,HVL,#ffffff,#808080,left
USDAUD,1.51373,PutWall 0DTE,#ffffff,#808080,left
USDAUD,1.51389,1D Min,#ffffff,#808080,left
USDAUD,1.51946,CallWall 0DTE,#ffffff,#808080,left
USDAUD,1.51946,HVL 0DTE,#ffffff,#808080,left
USDAUD,1.52524,G1,#ffffff,#808080,left
USDAUD,1.52926,1D Max,#ffffff,#808080,left
USDAUD,1.53106,G4,#ffffff,#808080,left
USDAUD,1.53693,G3,#ffffff,#808080,left
USDAUD,1.5548,G8,#ffffff,#808080,left
USDAUD,1.56695,CallWall,#ffffff,#808080,left
USDAUD,1.57928,G10,#ffffff,#808080,left
USDAUD,1.59182,G9,#ffffff,#808080,left
USDEUR,0.83101,G8,#ffffff,#808080,left
USDEUR,0.83794,G7,#ffffff,#808080,left
USDEUR,0.84144,G9,#ffffff,#808080,left
USDEUR,0.84854,PutWall,#ffffff,#808080,left
USDEUR,0.85034,G10,#ffffff,#808080,left
USDEUR,0.85214,GammaWall 0DTE,#ffffff,#808080,left
USDEUR,0.85214,HVL,#ffffff,#808080,left
USDEUR,0.85214,PutWall 0DTE,#ffffff,#808080,left
USDEUR,0.85395,G4,#ffffff,#808080,left
USDEUR,0.85555,1D Min,#ffffff,#808080,left
USDEUR,0.85577,HVL 0DTE,#ffffff,#808080,left
USDEUR,0.85759,G1,#ffffff,#808080,left
USDEUR,0.85942,CallWall,#ffffff,#808080,left
USDEUR,0.86126,CallWall 0DTE,#ffffff,#808080,left
USDEUR,0.86281,1D Max,#ffffff,#808080,left
USDEUR,0.86311,G2,#ffffff,#808080,left
USDEUR,0.86497,G3,#ffffff,#808080,left
USDEUR,0.86683,G5,#ffffff,#808080,left
USDEUR,0.87058,G6,#ffffff,#808080,left
USDGBP,0.72579,PutWall,#ffffff,#808080,left
USDGBP,0.74055,G5,#ffffff,#808080,left
USDGBP,0.74192,G3,#ffffff,#808080,left
USDGBP,0.74253,1D Min,#ffffff,#808080,left
USDGBP,0.7433,GammaWall 0DTE,#ffffff,#808080,left
USDGBP,0.7433,PutWall 0DTE,#ffffff,#808080,left
USDGBP,0.74468,HVL,#ffffff,#808080,left
USDGBP,0.74468,HVL 0DTE,#ffffff,#808080,left
USDGBP,0.74607,CallWall 0DTE,#ffffff,#808080,left
USDGBP,0.74746,G1,#ffffff,#808080,left
USDGBP,0.74885,1D Max,#ffffff,#808080,left
USDGBP,0.74886,G4,#ffffff,#808080,left
USDGBP,0.75026,G2,#ffffff,#808080,left
USDGBP,0.75167,G6,#ffffff,#808080,left
USDGBP,0.75308,G8,#ffffff,#808080,left
USDGBP,0.75592,G7,#ffffff,#808080,left
USDGBP,0.75878,CallWall,#ffffff,#808080,left
USDGBP,0.77046,G9,#ffffff,#808080,left
USDGBP,0.7825,G10,#ffffff,#808080,left
USDXAU,0.0,1D Max,#ffffff,#808080,left
USDXAU,0.0,1D Min,#ffffff,#808080,left
USDXAU,0.0,CallWall,#ffffff,#808080,left
USDXAU,0.0,CallWall 0DTE,#ffffff,#808080,left
USDXAU,0.0,G1,#ffffff,#808080,left
USDXAU,0.0,G10,#ffffff,#808080,left
USDXAU,0.0,G2,#ffffff,#808080,left
USDXAU,0.0,G3,#ffffff,#808080,left
USDXAU,0.0,G4,#ffffff,#808080,left
USDXAU,0.0,G5,#ffffff,#808080,left
USDXAU,0.0,G6,#ffffff,#808080,left
USDXAU,0.0,G7,#ffffff,#808080,left
USDXAU,0.0,G8,#ffffff,#808080,left
USDXAU,0.0,G9,#ffffff,#808080,left
USDXAU,0.0,GammaWall 0DTE,#ffffff,#808080,left
USDXAU,0.0,HVL,#ffffff,#808080,left
USDXAU,0.0,HVL 0DTE,#ffffff,#808080,left
USDXAU,0.0,PutWall,#ffffff,#808080,left
USDXAU,0.0,PutWall 0DTE,#ffffff,#808080,left
VIX,14.5,G7,#ffffff,#808080,left
VIX,15.0,PutWall,#ffffff,#808080,left
VIX,15.5,G5,#ffffff,#808080,left
VIX,15.81,1D Min,#ffffff,#808080,left
VIX,16.0,HVL 0DTE,#ffffff,#808080,left
VIX,16.0,PutWall 0DTE,#ffffff,#808080,left
VIX,16.5,G3,#ffffff,#808080,left
VIX,17.0,CallWall 0DTE,#ffffff,#808080,left
VIX,17.0,GammaWall 0DTE,#ffffff,#808080,left
VIX,17.5,G2,#ffffff,#808080,left
VIX,18.0,G1,#ffffff,#808080,left
VIX,18.5,G4,#ffffff,#808080,left
VIX,18.67,1D Max,#ffffff,#808080,left
VIX,19.0,HVL,#ffffff,#808080,left
VIX,19.5,G8,#ffffff,#808080,left
VIX,20.0,G6,#ffffff,#808080,left
VIX,23.0,G9,#ffffff,#808080,left
VIX,25.0,CallWall,#ffffff,#808080,left
VIX,47.5,G10,#ffffff,#808080,left
XAUUSD,3683.97,PutWall,#ffffff,#808080,left
XAUUSD,3778.56,HVL,#ffffff,#808080,left
XAUUSD,3907.99,G8,#ffffff,#808080,left
XAUUSD,3927.91,G9,#ffffff,#808080,left
XAUUSD,3932.89,PutWall 0DTE,#ffffff,#808080,left
XAUUSD,3942.24,1D Min,#ffffff,#808080,left
XAUUSD,3942.84,G1,#ffffff,#808080,left
XAUUSD,3972.71,HVL 0DTE,#ffffff,#808080,left
XAUUSD,3982.67,CallWall,#ffffff,#808080,left
XAUUSD,3982.67,CallWall 0DTE,#ffffff,#808080,left
XAUUSD,3982.67,GammaWall 0DTE,#ffffff,#808080,left
XAUUSD,4002.58,G5,#ffffff,#808080,left
XAUUSD,4007.56,G2,#ffffff,#808080,left
XAUUSD,4012.54,G3,#ffffff,#808080,left
XAUUSD,4017.52,G4,#ffffff,#808080,left
XAUUSD,4031.86,1D Max,#ffffff,#808080,left
XAUUSD,4032.45,G6,#ffffff,#808080,left
XAUUSD,4042.41,G10,#ffffff,#808080,left
XAUUSD,4057.34,G7,#ffffff,#808080,left
YM,45553.5,DIA G8,#ffffff,#1395ba,left
YM,45754.5,DIA G7,#ffffff,#1395ba,left
YM,45855.0,DIA G10,#ffffff,#1395ba,left
YM,45955.8,DIA G9,#ffffff,#1395ba,left
YM,46138.8,DIA 1D Min,#ffffff,#1395ba,left
YM,46257.2,DIA PutWall,#ffffff,#1395ba,left
YM,46559.0,DIA HVL,#ffffff,#1395ba,left
YM,46559.0,DIA PutWall 0DTE,#ffffff,#1395ba,left
YM,46760.0,DIA HVL 0DTE,#ffffff,#1395ba,left
